% 1. Title: Tweets Sentiment Analysis
@RELATION tweetfeatures

@ATTRIBUTE countfirstpersonpronouns NUMERIC
@ATTRIBUTE countsecondpersonpronouns NUMERIC
@ATTRIBUTE countthirdpersonpronouns NUMERIC
@ATTRIBUTE countcoordinatingconjunctions NUMERIC
@ATTRIBUTE countpasttenseverbs NUMERIC
@ATTRIBUTE countfuturetenseverbs NUMERIC
@ATTRIBUTE countcommas NUMERIC
@ATTRIBUTE countcolonssemicolons NUMERIC
@ATTRIBUTE countdashes NUMERIC
@ATTRIBUTE countparentheses NUMERIC
@ATTRIBUTE countellipses NUMERIC
@ATTRIBUTE countcommonnouns NUMERIC
@ATTRIBUTE countpropernouns NUMERIC
@ATTRIBUTE countadverbs NUMERIC
@ATTRIBUTE countwhwords NUMERIC
@ATTRIBUTE countslangacronyms NUMERIC
@ATTRIBUTE countuppercase NUMERIC
@ATTRIBUTE averagelengthsentences NUMERIC
@ATTRIBUTE averagelengthtokens NUMERIC
@ATTRIBUTE numbersentences NUMERIC
@ATTRIBUTE class {0,4}

@DATA
0,0,1,0,0,0,0,0,0,0,1,13,6,3,0,1,1,14.5,3.7037037037,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4.0,4.0,2,0
0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,5.0,2.8,1,0
1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7.0,3.33333333333,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.5,7.0,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,10.0,3.7,1,0
1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,12,13.0,3.38461538462,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,4.0,3.57142857143,2,0
1,0,1,0,1,0,1,0,0,0,0,7,0,1,0,0,0,10.5,3.26315789474,2,0
3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,13.0,4.08333333333,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,5.14285714286,1,0
0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,9.0,3.29411764706,2,0
0,0,0,1,2,0,0,0,0,0,0,4,0,1,0,0,0,9.5,4.0,2,0
1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4.0,3.57142857143,2,0
1,0,0,0,1,0,0,0,0,0,2,1,0,3,0,1,0,15.0,4.83333333333,1,0
1,0,2,1,1,0,0,0,0,0,0,9,2,3,0,0,0,7.4,3.0,5,0
0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,10.0,1.9,1,0
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7.0,4.15384615385,2,0
2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,9.0,4.11111111111,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,5.0,1,0
2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13.0,4.46153846154,1,0
0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,4.0,6.66666666667,1,0
1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,2.375,2,0
1,0,1,0,0,0,0,0,0,0,1,5,1,1,0,0,0,5.66666666667,3.28571428571,3,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,9.0,5.0,1,0
0,0,2,0,1,1,1,0,0,0,0,17,0,1,0,1,1,17.5,2.97058823529,2,0
0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,5.5,4.22222222222,2,0
3,2,0,1,0,0,0,0,0,0,3,13,1,2,1,4,0,5.0,2.34375,7,0
0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,2,18.0,3.82352941176,1,0
2,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,6.5,3.46153846154,2,0
1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,16.0,4.26666666667,1,0
3,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,7.5,3.91666666667,2,0
3,0,0,1,0,0,0,0,0,1,0,6,0,1,0,0,2,10.5,3.8125,2,0
0,0,1,1,2,0,2,0,0,0,0,5,0,2,0,1,0,9.5,3.3125,2,0
0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,1,0,7.0,3.21052631579,3,0
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,2.83333333333,1,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6.0,2.5,1,0
2,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,1,12.0,3.75,1,0
2,1,0,1,2,0,0,0,0,0,0,6,0,2,0,0,0,8.33333333333,4.5,3,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3.125,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,9.0,3.625,1,0
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4.66666666667,6.7,3,0
1,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.66666666667,2.88235294118,3,0
0,0,0,2,0,0,0,0,0,0,0,7,0,1,0,0,0,12.0,3.5652173913,2,0
0,0,0,1,0,0,1,0,0,0,1,6,3,1,0,1,0,7.0,5.3,2,0
0,0,2,1,1,0,0,0,0,0,0,9,0,0,0,0,0,15.0,3.46428571429,2,0
2,1,0,0,1,0,0,0,0,0,0,8,1,2,0,0,0,6.33333333333,3.94117647059,3,0
0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,19.0,3.25,1,0
3,0,3,1,2,0,0,0,0,0,0,4,0,2,0,0,1,25.0,2.96,1,0
0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,12.0,3.1,1,0
0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,7.0,3.72727272727,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4.0,4.25,1,0
1,0,0,1,0,0,1,0,0,0,0,7,0,3,0,0,0,15.0,3.46428571429,2,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,13.0,3.63636363636,1,0
0,0,1,1,0,0,1,0,0,0,0,4,1,3,0,0,0,9.0,4.9375,2,0
0,0,1,0,0,0,1,0,0,0,0,6,0,1,0,0,0,11.5,3.15,2,0
2,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,16.0,2.64285714286,1,0
1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,6.0,3.27272727273,2,0
0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5.0,3.8,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,1,0
2,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,1,11.0,3.45454545455,1,0
1,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,6.5,4.90909090909,2,0
1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,13.0,3.25,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,2.6,1,0
0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,10.0,3.88888888889,1,0
0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,6.5,2.5,2,0
2,1,2,0,2,0,0,0,0,0,1,2,0,1,0,0,1,5.66666666667,3.06666666667,3,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.0,3.66666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,5.5,4.66666666667,2,0
0,0,0,3,3,0,1,0,0,0,0,7,1,2,0,0,3,11.5,3.75,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.0,4.2,1,0
1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,10.0,4.5,1,0
5,0,0,2,0,0,1,0,0,0,0,3,0,2,0,0,0,29.0,2.57142857143,1,0
0,0,0,1,3,0,1,0,0,0,0,6,1,1,0,0,0,9.0,4.04166666667,3,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,11.0,3.81818181818,1,0
4,0,1,1,1,0,0,0,0,0,0,8,0,3,0,1,0,10.6666666667,3.58620689655,3,0
0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,4.5,3.625,2,0
1,0,1,1,1,0,0,0,0,0,1,11,2,2,0,0,0,7.25,3.64,4,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.0,3.4,1,0
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,10.0,4.33333333333,1,0
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,14.0,4.21428571429,1,0
0,0,4,1,0,0,0,0,0,0,0,7,0,1,1,1,0,26.0,2.76923076923,1,0
1,0,0,1,0,0,1,0,0,0,0,4,1,2,0,0,0,16.0,4.8,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9.0,2.33333333333,1,0
1,1,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,13.0,3.07692307692,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,2.5,1,0
1,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,10.0,2.1,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6.0,4.66666666667,1,0
0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,8.0,4.0,2,0
2,0,0,1,1,0,0,0,0,0,0,7,1,4,0,0,0,8.33333333333,4.4347826087,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,4.5,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.0,5.5,1,0
1,0,0,1,1,0,0,0,0,0,0,9,0,1,0,0,0,26.0,2.84615384615,1,0
1,0,1,1,2,0,0,0,0,0,0,7,0,2,0,1,2,6.0,3.57142857143,4,0
2,1,1,0,1,0,0,0,1,0,0,8,0,1,1,0,1,13.5,3.52,2,0
1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,4.5,4.14285714286,2,0
2,1,2,1,1,0,0,0,0,0,0,9,0,2,0,0,0,12.5,3.38095238095,2,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,9,5.5,3.6,2,0
2,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,4.0,4.38461538462,4,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.0,4.75,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.0,5.14285714286,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,2.83333333333,1,0
0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,8.0,4.75,1,0
2,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,10.5,3.75,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12.0,3.58333333333,1,0
2,0,1,1,0,0,0,0,0,0,0,8,1,0,0,0,0,15.0,3.21428571429,2,0
1,1,2,1,0,0,0,0,0,0,0,7,0,2,1,1,0,15.0,3.25,2,0
0,0,0,2,0,0,2,0,0,0,0,9,1,1,0,0,0,11.0,3.94736842105,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5.0,3.6,1,0
0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,12.0,3.27272727273,1,0
1,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,22.0,3.19047619048,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,8.0,3.125,1,0
3,0,0,1,0,0,1,1,0,0,1,11,0,3,0,0,0,10.3333333333,3.26923076923,3,0
1,0,0,1,0,2,0,0,0,0,1,3,0,2,0,0,0,15.0,3.78571428571,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.0,5.0,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,6.0,3.2,1,0
2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,20.0,2.8,1,0
1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,6.5,2.81818181818,2,0
2,0,3,1,3,0,1,0,0,0,1,5,4,3,0,0,1,10.3333333333,3.96296296296,3,0
0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.0,2.42857142857,1,0
2,0,0,0,1,0,0,0,0,0,0,4,0,2,0,2,0,7.0,2.46153846154,2,0
1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,11.0,3.3,1,0
2,0,2,1,0,0,1,0,0,0,0,6,0,1,0,0,2,14.0,3.76923076923,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,4.0,1,0
1,2,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,17.0,5.2,1,0
0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,1,8.0,3.375,1,0
3,1,0,0,2,0,0,0,0,0,1,6,0,2,0,0,0,21.0,4.31578947368,1,0
0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,5.5,3.6,2,0
1,0,2,1,2,0,0,0,0,0,0,9,0,2,0,0,0,10.0,3.21428571429,3,0
0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,0,1,13.0,3.84615384615,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,5.0,1,0
0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,6.0,4.45454545455,2,0
0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,5.0,4.66666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,2.83333333333,1,0
3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.5,3.22222222222,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5.5,4.6,2,0
0,0,1,1,1,0,0,0,0,0,0,5,1,3,0,1,0,25.0,3.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,3.33333333333,2,0
0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,4.25,0.0,4,0
0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7.0,5.14285714286,1,0
1,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,14.0,3.5,1,0
0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,9.0,3.25,2,0
0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,2,11.5,3.31818181818,2,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,4.0,2,0
1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8.0,2.875,1,0
2,0,0,0,1,0,0,0,0,0,1,12,0,3,0,0,0,11.0,2.89285714286,3,0
1,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,6.33333333333,3.88235294118,3,0
0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5.5,5.09090909091,2,0
0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0,12.0,3.25,1,0
1,0,0,0,1,1,0,0,0,0,0,4,0,2,0,0,0,23.0,3.36363636364,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6.0,4.66666666667,1,0
1,1,1,2,0,1,3,0,0,1,0,8,0,0,0,0,1,32.0,3.0,1,0
3,0,0,0,2,0,0,0,0,0,2,10,0,0,1,0,0,13.0,4.68181818182,2,0
1,0,2,0,3,0,0,0,0,0,0,3,0,2,0,0,0,8.5,3.73333333333,2,0
2,0,1,1,3,0,0,0,0,0,0,4,0,2,0,0,0,8.5,4.33333333333,2,0
1,0,1,0,1,0,0,0,0,0,1,4,2,0,0,0,0,14.0,3.85714285714,1,0
0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,7.0,3.5,1,0
0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,8.0,3.42857142857,1,0
0,0,2,1,2,0,0,0,0,0,0,3,0,3,0,0,1,17.0,3.05882352941,1,0
1,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,14.0,4.15384615385,1,0
1,0,1,1,2,0,0,0,0,0,0,10,3,0,0,1,1,12.0,3.45454545455,2,0
2,0,0,0,0,0,1,0,0,0,0,6,2,1,0,1,15,10.0,3.27777777778,2,0
1,0,1,0,1,0,0,0,0,0,1,8,1,1,0,0,0,14.0,3.2,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13.0,4.15384615385,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14.0,3.5,1,0
2,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,10.5,2.77777777778,2,0
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,14.0,4.84615384615,1,0
3,1,3,0,0,0,2,0,0,0,0,7,0,4,0,0,0,10.3333333333,3.55555555556,3,0
1,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,11.0,2.90476190476,2,0
2,0,0,0,1,2,0,0,0,0,3,9,0,4,0,0,3,15.5,3.53571428571,2,0
0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,11.0,2.8,1,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17.0,2.93333333333,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,4.0,3.0,1,0
0,0,0,0,1,0,0,0,0,0,0,11,5,3,0,0,0,9.33333333333,3.76,3,0
2,0,2,1,1,0,0,0,0,0,0,7,0,1,0,0,0,10.0,3.96428571429,3,0
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,9.0,4.28571428571,1,0
3,0,3,0,0,1,0,0,1,0,1,4,0,3,0,1,2,8.66666666667,3.31818181818,3,0
5,0,0,0,1,0,0,0,0,0,1,16,0,0,0,0,0,7.8,2.52941176471,5,0
1,0,0,1,1,0,0,0,0,0,1,7,0,3,0,0,1,25.0,4.4,1,0
1,0,0,1,0,0,0,0,1,0,0,9,2,2,0,0,1,8.66666666667,4.54545454545,3,0
1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,8.0,3.5,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,5.0,1,0
0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,11.5,4.40909090909,2,0
1,2,0,0,0,0,1,0,0,0,1,10,1,1,0,0,0,6.0,3.2962962963,5,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,3.5,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.66666666667,2,0
2,0,0,1,1,0,1,0,0,0,0,5,1,2,0,1,0,19.0,3.38888888889,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9.0,3.44444444444,1,0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,4.0,3.5,2,0
2,1,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,7.33333333333,3.83333333333,3,0
0,1,2,1,0,1,1,1,0,0,1,4,0,2,1,0,0,15.0,2.73076923077,2,0
0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,6.0,3.8,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,6.0,3.36363636364,2,0
3,1,1,0,0,0,0,0,0,0,0,7,0,3,0,0,1,11.0,3.06666666667,3,0
1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,9.0,4.0,1,0
2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,8.0,3.2,2,0
0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,1,0,7.0,4.0,1,0
2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,7.0,4.91666666667,2,0
1,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0,0,11.5,4.52631578947,2,0
2,0,2,0,1,0,0,0,0,0,1,6,0,1,0,1,0,14.5,3.48148148148,2,0
2,0,0,3,2,0,3,0,0,0,0,7,0,2,0,0,0,27.0,3.5,1,0
2,0,3,0,1,0,0,0,0,0,0,7,1,0,0,0,0,20.0,3.0,1,0
0,0,2,0,2,0,0,0,0,0,1,2,0,0,0,0,0,5.0,2.88888888889,2,0
0,0,0,1,0,0,0,0,0,0,0,12,2,0,0,0,2,6.5,3.21739130435,4,0
0,0,0,2,1,0,0,0,0,0,0,8,0,2,0,1,0,23.0,3.7619047619,1,0
2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.5,2.30769230769,2,0
3,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,5.33333333333,3.5,3,0
2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7.0,3.0,1,0
1,0,0,0,2,0,0,0,0,0,1,7,0,0,1,0,0,10.5,3.5,2,0
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,4.0,4.0,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,6.5,4.25,2,0
0,0,1,0,2,0,0,0,0,0,0,6,0,2,0,0,0,14.0,4.15384615385,2,0
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.0,5.25,1,0
2,0,0,0,1,0,1,0,0,0,0,3,0,2,0,0,1,7.0,2.91666666667,2,0
3,0,0,1,1,1,1,0,0,0,0,10,2,2,0,0,0,17.0,3.29032258065,2,0
0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,7.0,2.28571428571,1,0
0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,7.5,3.38461538462,2,0
1,1,0,0,1,0,0,1,0,0,0,6,0,1,1,1,0,24.0,3.09090909091,1,0
1,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,10.0,3.1,1,0
1,2,0,0,0,0,2,0,0,0,0,8,0,2,0,2,0,8.0,3.85,3,0
2,2,0,0,0,0,1,0,0,0,1,5,0,2,0,1,0,10.0,3.94117647059,2,0
1,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,7.5,2.46153846154,2,0
1,0,0,0,0,0,0,0,1,0,1,4,0,2,0,0,0,4.0,2.6,3,0
0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,7.0,3.25,2,0
2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,4.28571428571,1,0
1,0,0,0,0,2,0,0,0,0,0,6,0,0,1,0,0,24.0,4.17391304348,1,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0,3.2,1,0
1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,12.0,2.91666666667,1,0
1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,6.0,4.09090909091,2,0
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6.0,4.16666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,3.4,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5.5,2.8,2,0
2,1,0,0,2,0,1,0,0,0,0,4,1,3,0,0,1,8.66666666667,3.95454545455,3,0
0,0,1,0,1,1,0,0,0,0,0,10,0,1,0,0,0,25.0,3.24,1,0
1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,5.0,2.9,2,0
1,0,1,0,1,0,0,0,0,0,1,7,1,1,0,0,0,9.0,4.0,2,0
2,0,0,2,0,2,1,0,0,0,0,5,0,0,0,0,1,23.0,2.90476190476,1,0
0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,7.0,4.14285714286,1,0
2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,3.75,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,5.5,2.7,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,8.0,4.14285714286,1,0
1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,9.0,2.66666666667,1,0
1,0,0,0,1,0,0,0,0,0,0,5,0,4,0,0,0,7.0,3.75,4,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,8.0,2.85714285714,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,5.66666666667,1,0
0,0,3,0,0,0,0,0,0,1,0,5,2,0,0,0,0,11.5,3.05,2,0
0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,6.5,4.58333333333,2,0
4,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,7.5,3.37037037037,4,0
2,0,0,0,1,0,0,0,0,0,0,5,0,3,0,0,0,9.66666666667,4.07692307692,3,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3.0,3.6,2,0
4,0,1,2,0,0,1,0,0,0,0,6,0,2,0,0,0,9.0,3.54166666667,3,0
0,0,3,1,0,0,0,0,0,0,0,8,0,1,1,0,0,10.0,3.73076923077,3,0
0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,21.0,3.61904761905,1,0
4,0,0,0,1,0,4,0,0,0,0,5,2,3,1,1,1,14.5,2.86956521739,2,0
0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,11.0,3.9,1,0
0,0,1,0,0,0,0,0,0,0,1,5,1,2,0,0,0,9.0,3.88235294118,2,0
0,2,0,0,1,0,0,0,0,0,1,5,0,3,1,0,0,11.0,4.73684210526,2,0
0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,12.0,4.08333333333,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,3.66666666667,2,0
1,0,0,0,1,0,0,0,0,0,0,4,1,2,0,1,1,6.0,4.45454545455,2,0
0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7.0,2.57142857143,1,0
2,1,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,23.0,4.2380952381,1,0
0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,9.0,3.625,1,0
4,0,1,1,3,0,2,1,2,0,0,11,0,2,0,0,1,10.5,3.0625,4,0
1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5.0,4.6,1,0
2,0,4,1,1,0,1,0,0,0,0,4,0,1,0,1,1,8.66666666667,3.08695652174,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.0,4.16666666667,1,0
1,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,1,6.0,3.4,2,0
3,0,0,1,0,0,0,0,0,0,0,6,0,1,1,0,0,6.5,3.5,4,0
2,0,0,0,2,0,0,0,0,0,0,7,0,2,0,0,0,22.0,3.86363636364,1,0
1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,5.5,4.5,2,0
1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,5.0,4.66666666667,2,0
0,0,0,0,3,0,0,1,0,0,0,9,0,3,0,0,0,25.0,2.91666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,8.0,3.875,1,0
3,0,2,0,0,0,0,0,0,0,0,10,1,4,0,1,2,31.0,3.36666666667,1,0
2,0,2,0,0,0,1,0,0,0,0,4,0,2,0,0,0,8.33333333333,3.22727272727,3,0
0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,4.0,4.14285714286,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3.0,4.25,2,0
1,0,2,1,2,0,1,0,0,0,0,8,1,0,1,0,0,13.0,3.41666666667,2,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11.0,1.7,1,0
